Date,Open,High,Low,Close,Adj Close,Volume
3/9/2023,94.050003,95.529999,91.900002,92.32,92.32,28813500
3/10/2023,92.169998,92.790001,90.400002,90.629997,90.629997,35941000
3/13/2023,90.089996,92.57,89.419998,91.110001,91.110001,37335600
3/14/2023,92.559998,94.360001,92.440002,93.970001,93.970001,36050200
3/15/2023,93.220001,96.93,92.639999,96.110001,96.110001,50622100
3/16/2023,96.199997,101.190002,95.5,100.32,100.32,65492000
3/17/2023,100.260002,102.839996,100.099998,101.620003,101.620003,61028500
3/20/2023,100.120003,101.75,99.870003,101.220001,101.220001,32960400
3/21/2023,101.25,105.099998,101.220001,104.919998,104.919998,42110300
3/22/2023,104.269997,106.589996,103.330002,103.370003,103.370003,43427400
3/23/2023,105.059998,106.300003,104.459999,105.599998,105.599998,40797800
3/24/2023,104.989998,105.489998,103.839996,105.440002,105.440002,30393300
3/27/2023,104.620003,104.760002,101.93,102.459999,102.459999,31120900
3/28/2023,102.440002,102.449997,99.739998,101.029999,101.029999,32057900
3/29/2023,102.279999,102.489998,100.650002,101.389999,101.389999,28779600
3/30/2023,100.910004,101.160004,99.779999,100.889999,100.889999,33086200
3/31/2023,101.300003,103.889999,101.040001,103.730003,103.730003,36863400
4/3/2023,102.389999,104.529999,101.93,104.360001,104.360001,25035400
4/4/2023,104.330002,105.580002,104.040001,104.720001,104.720001,24420100
4/5/2023,105.779999,106.099998,103.660004,104.470001,104.470001,28290500
4/6/2023,105.260002,109.169998,104.330002,108.419998,108.419998,48711500
4/10/2023,106.980003,107.589996,105.120003,106.440002,106.440002,27067400
4/11/2023,106.550003,106.730003,104.68,105.349998,105.349998,26311800
4/12/2023,106.580002,106.75,104.339996,104.639999,104.639999,24370300
4/13/2023,105.839996,107.489998,105.839996,107.43,107.43,24843600
4/14/2023,106.889999,108.940002,106.839996,108.870003,108.870003,26578000
4/17/2023,104.660004,106.160004,104.519997,105.970001,105.970001,37571200
4/18/2023,106.489998,106.540001,104.07,104.5,104.5,26596400
4/19/2023,103.580002,104.980003,103.07,104.18,104.18,20905700
4/20/2023,103.910004,106.25,103.870003,105.290001,105.290001,27820800
4/21/2023,105.470001,106,104.779999,105.410004,105.410004,25800100
4/24/2023,105.489998,106.629997,104.699997,105.970001,105.970001,23542800
4/25/2023,105.830002,106.690002,103.839996,103.849998,103.849998,46664100
4/26/2023,104.919998,106.349998,102.629997,103.709999,103.709999,53347600
4/27/2023,104.449997,108.370003,103.540001,107.589996,107.589996,50089200
4/28/2023,107.040001,107.349998,105.089996,107.339996,107.339996,36139800
5/1/2023,106.839996,107.989998,106.82,107.199997,107.199997,26681700
5/2/2023,107.139999,107.199997,103.709999,105.32,105.32,30997200
5/3/2023,105.529999,107.489998,104.959999,105.410004,105.410004,21795400
5/4/2023,105.489998,105.599998,103.970001,104.690002,104.690002,23419500
5/5/2023,104.82,105.879997,104.110001,105.57,105.57,26625100
5/8/2023,105.18,107.959999,105.160004,107.769997,107.769997,26511400
5/9/2023,108.389999,110.150002,107.190002,107.349998,107.349998,36360100
5/10/2023,107.970001,112.940002,107.93,111.75,111.75,63153400
5/11/2023,115.400002,117.919998,114.410004,116.57,116.57,78900000
5/12/2023,116.68,118.029999,116.110001,117.510002,117.510002,41073800
5/15/2023,116.110001,118.480003,116.010002,116.510002,116.510002,36266800
5/16/2023,116.489998,120.75,116.43,119.510002,119.510002,45035600
5/17/2023,119.610001,121.669998,118.889999,120.839996,120.839996,33323600
5/18/2023,120.949997,123.309998,120.830002,122.830002,122.830002,35234200
5/19/2023,123.550003,125.970001,122.150002,122.760002,122.760002,41330300
5/22/2023,122.940002,126.43,122.739998,125.050003,125.050003,35253000
5/23/2023,124.160004,124.629997,122.209999,122.559998,122.559998,34046300
5/24/2023,121.120003,121.910004,119.860001,120.900002,120.900002,34182600
5/25/2023,124.519997,125.32,121.959999,123.480003,123.480003,42317000
5/26/2023,123.169998,125.260002,122.449997,124.610001,124.610001,35635900
5/30/2023,125.639999,125.660004,122,123.669998,123.669998,35076700
5/31/2023,122.75,124.059998,122.5,122.870003,122.870003,37325800
6/1/2023,122.82,124.419998,122.620003,123.720001,123.720001,30772700
6/2/2023,123.989998,126.150002,123.760002,124.669998,124.669998,26963100
6/5/2023,124.010002,127.43,123.839996,126.010002,126.010002,32305500
6/6/2023,126.010002,128.289993,125.360001,127.309998,127.309998,26638300
6/7/2023,126.970001,129.039993,122.120003,122.5,122.5,52539000
6/8/2023,122.230003,123.230003,121.239998,122.139999,122.139999,29389200
6/9/2023,122.25,123.760002,121.910004,122.230003,122.230003,23762500
6/12/2023,122.790001,124.050003,121.660004,123.639999,123.639999,28306400
6/13/2023,124.980003,125.160004,123.18,123.830002,123.830002,22278300
6/14/2023,123.099998,124.050003,121.449997,123.669998,123.669998,30592300
6/15/2023,123.139999,125.459999,122.400002,125.089996,125.089996,35246300
6/16/2023,125.93,126.110001,123.279999,123.529999,123.529999,45514000
6/20/2023,122.93,124.57,122.139999,123.099998,123.099998,26097500
6/21/2023,122.400002,122.660004,120.099998,120.550003,120.550003,30306300
6/22/2023,120,123.239998,118.830002,123.150002,123.150002,26952200
6/23/2023,121.379997,122.790001,121.059998,122.339996,122.339996,34885300
6/26/2023,120.760002,122,118.269997,118.339996,118.339996,33969900
6/27/2023,117.080002,119.080002,116.099998,118.330002,118.330002,39535900
6/28/2023,117.089996,120.389999,116.849998,120.18,120.18,27091400
6/29/2023,119.239998,120.059998,118.300003,119.099998,119.099998,24090900
6/30/2023,120.169998,121.080002,119.690002,119.699997,119.699997,29519700
7/3/2023,119.239998,120.190002,118.82,119.900002,119.900002,14467900
7/5/2023,119.239998,122.610001,119.230003,121.75,121.75,27584800
7/6/2023,119.800003,120.300003,118.400002,120.110001,120.110001,24745200
7/7/2023,120.099998,121.050003,119.400002,119.480003,119.480003,21692600
7/10/2023,118.300003,118.309998,116.139999,116.449997,116.449997,35315200
7/11/2023,116.290001,117.709999,115.349998,117.139999,117.139999,23078800
7/12/2023,118.800003,120.330002,118.410004,118.93,118.93,30404400
7/13/2023,120.93,124.830002,120.449997,124.540001,124.540001,44297900
7/14/2023,124.800003,126.779999,123.489998,125.419998,125.419998,33266800
7/17/2023,125.940002,127.099998,124.199997,124.650002,124.650002,25716200
7/18/2023,124.599998,124.68,122.959999,123.760002,123.760002,26226400
7/19/2023,124.599998,125.18,121.800003,122.029999,122.029999,37224000
7/20/2023,121.419998,124.089996,118.220001,119.199997,119.199997,37906800
7/21/2023,120.620003,120.989998,118.730003,120.019997,120.019997,72937900
7/24/2023,121.660004,123,120.980003,121.529999,121.529999,29686100
7/25/2023,121.360001,123.150002,121.019997,122.209999,122.209999,52509600
7/26/2023,130.070007,130.979996,128.320007,129.270004,129.270004,61682100
7/27/2023,131.669998,133.240005,128.789993,129.399994,129.399994,44952100
7/28/2023,130.779999,133.740005,130.570007,132.580002,132.580002,36572900
